FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,the_geom
MCMV.20191,GO,Vian�polis,Faixa 1,Rural,237600,11,11,98.69,Caixa,POINT (-48.515914 -16.740532)
MCMV.20109,GO,Senador Canedo,Faixa 1,FAR,10998000,282,282,100,Caixa,POINT (-49.0914 -16.708400999999867)
MCMV.19769,GO,Itumbiara,Faixa 1,FAR,24367700,625,243,100,Caixa,POINT (-49.21584 -18.409267)
MCMV.19757,GO,Itapuranga,Faixa 1,Rural,64800,3,3,100,Caixa,POINT (-49.948957 -15.56059)
MCMV.19872,GO,Ner�polis,Faixa 1,FAR,24656400,640,640,100,Caixa,POINT (-49.2227079999999 -16.404707999999857)
MCMV.19987,GO,Porangatu,Faixa 1,Entidades,2500000,100,100,100,Caixa,POINT (-49.15028199999989 -13.439102)
MCMV.19964,GO,Pires do Rio,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-48.27676 -17.3019)
MCMV.19916,GO,Ouvidor,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-47.83548 -18.22766899999982)
MCMV.19908,GO,Orizona,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-48.29641 -17.033356)
MCMV.20022,GO,Rio Verde,Faixa 1,FAR,39972500,1026,1023,100,Caixa,POINT (-50.919195 -17.79227)
MCMV.20014,GO,Rio Quente,Faixa 1,Rural,88200,7,7,100,Caixa,POINT (-48.77246 -17.77398799999986)
MCMV.19308,GO,Aparecida de Goi�nia,Faixa 1,FAR,13898000,336,336,100,Caixa,POINT (-49.246856 -16.8198)
MCMV.19292,GO,An�polis,Faixa 1,FAR,57887700,1503,1503,100,Caixa,POINT (-48.952958 -16.32809)
MCMV.19260,GO,�guas Lindas de Goi�s,Faixa 1,FAR,10623000,303,303,100,Caixa,POINT (-48.281610999999884 -15.76175)
MCMV.19445,GO,Catal�o,Faixa 1,FAR,17513700,450,450,100,Caixa,POINT (-47.944043 -18.165633)
MCMV.19448,GO,Catal�o,Faixa 1,Rural,218400,14,14,100,Caixa,POINT (-47.944043 -18.165633)
MCMV.19574,GO,Goi�nia,Faixa 1,FAR,112693000,2752,1803,100,Caixa,POINT (-49.253891 -16.67860999999982)
MCMV.19543,GO,Formosa,Faixa 1,FAR,8850090,227,227,100,Caixa,POINT (-47.33699899999982 -15.53999)
MCMV.19513,GO,Davin�polis,Faixa 1,Rural,88200,7,7,100,Caixa,POINT (-47.556795 -18.150084)
MCMV.19679,GO,Hidrol�ndia,Faixa 1,FAR,17520000,450,449,100,Caixa,POINT (-49.2265349999999 -16.96258699999987)
MCMV.19705,GO,Ipameri,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-48.158118 -17.721544)
MCMV.18902,MT,Bar�o de Melga�o,Faixa 1,Oferta Publica,360000,30,30,100,ECONOMISA,POINT (-55.96233699999988 -16.20669)
MCMV.18929,MT,C�ceres,Faixa 1,FAR,21625500,565,565,100,Caixa,POINT (-57.681798 -16.076414)
MCMV.18952,MT,Canarana,Faixa 1,Oferta Publica,360000,26,26,90,BANCO TRICURY,POINT (-52.270492999999874 -13.551501999999857)
MCMV.18953,MT,Carlinda,Faixa 1,Oferta Publica,360000,29,29,97,FAM-LIA PAULISTA,POINT (-55.84167099999985 -9.949118)
MCMV.18974,MT,Cuiab�,Faixa 1,FAR,85023900,2243,1320,100,Caixa,POINT (-56.09667 -15.596109999999896)
MCMV.18964,MT,Comodoro,Faixa 1,Oferta Publica,360000,30,23,100,FAM-LIA PAULISTA,POINT (-59.784751 -13.66144)
MCMV.18957,MT,Cocalinho,Faixa 1,Oferta Publica,360000,30,26,100,BANCO TRICURY,POINT (-51.00014999999985 -14.39034)
MCMV.19015,MT,Dom Aquino,Faixa 1,Oferta Publica,360000,28,28,99.6667,ECONOMISA,POINT (-54.92229799999984 -15.8099)
MCMV.19045,MT,Vila Bela da Sant�ssima Trinda,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,POINT (-59.94725599999987 -15.003938)
MCMV.19076,MT,Nova Ol�mpia,Faixa 1,Oferta Publica,450000,29,29,99.8667,ECONOMISA,POINT (-57.288612999999884 -14.788947)
MCMV.19067,MT,Nova Brasil�ndia,Faixa 1,Oferta Publica,360000,18,18,98.8,COBANSA,POINT (-54.968527 -14.96121)
MCMV.19090,MT,Peixoto de Azevedo,Faixa 1,Oferta Publica,495000,26,26,99,CHB,POINT (-54.979376 -10.22616799999986)
MCMV.19091,MT,Peixoto de Azevedo,Faixa 1,Oferta Publica,405000,24,24,99,CHB,POINT (-54.979376 -10.22616799999986)
MCMV.19123,MT,Primavera do Leste,Faixa 1,Oferta Publica,765000,51,39,100,BICBANCO,POINT (-54.294573 -15.56008)
MCMV.19085,MT,Paranatinga,Faixa 1,Oferta Publica,450000,27,27,99.9,COBANSA,POINT (-54.052425999999855 -14.42647)
MCMV.19152,MT,Rondon�polis,Faixa 1,FAR,19499800,500,500,100,Caixa,POINT (-54.63717299999985 -16.46725)
MCMV.19141,MT,S�o Pedro da Cipa,Faixa 1,Oferta Publica,360000,25,25,99.5,ECONOMISA,POINT (-54.91758 -16.010905)
MCMV.19184,MT,Sorriso,Faixa 1,FAR,6014970,159,159,100,Caixa,POINT (-55.72105 -12.542527)
MCMV.19207,MT,Vale de S�o Domingos,Faixa 1,Oferta Publica,300000,25,25,100,FAM-LIA PAULISTA,POINT (-58.9519719999999 -14.97494799999987)
MCMV.19208,MT,Vale de S�o Domingos,Faixa 1,Oferta Publica,60000,5,5,100,FAM-LIA PAULISTA,POINT (-58.9519719999999 -14.97494799999987)
MCMV.19194,MT,Tangar� da Serra,Faixa 1,FAR,10516700,278,278,100,Caixa,POINT (-57.49328 -14.62291)
MCMV.19218,MT,V�rzea Grande,Faixa 1,FAR,90073600,2381,2381,100,Caixa,POINT (-56.132218 -15.645816)
MCMV.18585,MS,Campo Grande,Faixa 1,FAR,25851000,643,643,100,Caixa,POINT (-54.646388999999886 -20.44278)
MCMV.18658,MS,Deod�polis,Faixa 1,Oferta Publica,360000,30,26,100,ECONOMISA,POINT (-54.168163 -22.276271999999835)
MCMV.18629,MS,Chapad�o do Sul,Faixa 1,Oferta Publica,300000,25,25,100,FAM-LIA PAULISTA,POINT (-52.626336999999864 -18.78803)
MCMV.18630,MS,Chapad�o do Sul,Faixa 1,Oferta Publica,60000,5,5,100,FAM-LIA PAULISTA,POINT (-52.626336999999864 -18.78803)
MCMV.18633,MS,Coronel Sapucaia,Faixa 1,Entidades,1680000,100,100,100,Caixa,POINT (-55.52781099999987 -23.272406999999873)
MCMV.18722,MS,Itaquira�,Faixa 1,Oferta Publica,312000,26,25,100,BANCO TRICURY,POINT (-54.18697 -23.47787)
MCMV.18723,MS,Itaquira�,Faixa 1,Oferta Publica,48000,4,4,100,BANCO TRICURY,POINT (-54.18697 -23.47787)
MCMV.18700,MS,Gl�ria de Dourados,Faixa 1,Oferta Publica,360000,30,30,100,ECONOMISA,POINT (-54.233502 -22.413627999999846)
MCMV.18678,MS,Dourados,Faixa 1,FAR,23712000,608,608,100,Caixa,POINT (-54.812043 -22.223099)
MCMV.18667,MS,Douradina,Faixa 1,Oferta Publica,360000,30,29,100,ECONOMISA,POINT (-54.61576 -22.040494)
MCMV.18785,MS,Nova Andradina,Faixa 1,Oferta Publica,900000,60,60,100,FAM-LIA PAULISTA,POINT (-53.34371 -22.237971)
MCMV.18777,MS,Nova Alvorada do Sul,Faixa 1,Oferta Publica,360000,30,30,100,ECONOMISA,POINT (-54.382491 -21.46569)
MCMV.18869,MS,Vicentina,Faixa 1,Oferta Publica,360000,30,29,100,BANCO TRICURY,POINT (-54.441507 -22.409801)
MCMV.18857,MS,Terenos,Faixa 1,Oferta Publica,360000,30,30,100,BANCO LUSO BRASILEIRO,POINT (-54.86474 -20.43784)
MCMV.18849,MS,Tacuru,Faixa 1,Oferta Publica,360000,30,30,100,BANCO TRICURY,POINT (-55.014136999999835 -23.635954)
MCMV.18056,RS,Sapiranga,Faixa 1,FAR,9766530,224,224,100,Caixa,POINT (-51.00644599999987 -29.634885)
MCMV.18041,RS,S�o Val�rio do Sul,Faixa 1,Rural,438000,30,30,100,Caixa,POINT (-53.936771 -27.790638999999885)
MCMV.18008,RS,S�o Pedro do Buti�,Faixa 1,Rural,714886,30,30,100,Caixa,POINT (-54.8926 -28.12425)
MCMV.18002,RS,S�o Pedro das Miss�es,Faixa 1,Rural,88200,5,5,100,Caixa,POINT (-53.23916 -27.78252)
MCMV.17995,RS,S�o Paulo das Miss�es,Faixa 1,Rural,163800,13,13,95.83,Caixa,POINT (-54.94035 -28.019545999999877)
MCMV.17996,RS,S�o Paulo das Miss�es,Faixa 1,Rural,302400,23,23,100,Caixa,POINT (-54.94035 -28.019545999999877)
MCMV.17983,RS,S�o Miguel das Miss�es,Faixa 1,Rural,247600,19,19,100,Caixa,POINT (-54.555878999999834 -28.55604)
MCMV.17977,RS,S�o Martinho da Serra,Faixa 1,Rural,100800,8,8,95,Caixa,POINT (-53.859 -29.53967)
MCMV.17958,RS,S�o Louren�o do Sul,Faixa 1,Rural,54797.4,3,3,100,Caixa,POINT (-51.97153099999986 -31.35637)
MCMV.17938,RS,S�o Leopoldo,Faixa 1,FAR,16943900,384,366,100,Caixa,POINT (-51.14977 -29.75449)
MCMV.17940,RS,S�o Leopoldo,Faixa 1,Rural,365400,21,21,100,Caixa,POINT (-51.14977 -29.75449)
MCMV.17918,RS,S�o Jos� do Ouro,Faixa 1,Rural,177000,7,7,100,Caixa,POINT (-51.59662 -27.77068)
MCMV.18101,RS,Sede Nova,Faixa 1,Rural,273600,16,16,100,Caixa,POINT (-53.94929 -27.636738999999864)
MCMV.18092,RS,Seberi,Faixa 1,Rural,226800,18,18,97.22,Caixa,POINT (-53.40263 -27.482861)
MCMV.18063,RS,Sapucaia do Sul,Faixa 1,FAR,26384200,600,600,100,Caixa,POINT (-51.14497 -29.827575)
MCMV.18109,RS,Segredo,Faixa 1,Rural,219781,14,14,100,Caixa,POINT (-52.976672999999835 -29.352336999999807)
MCMV.18150,RS,Severiano de Almeida,Faixa 1,Rural,72000,6,6,100,Caixa,POINT (-52.1217 -27.436202)
MCMV.18132,RS,S�rio,Faixa 1,Rural,87606.8,6,6,100,Caixa,POINT (-52.2685 -29.39043)
MCMV.18257,RS,Toropi,Faixa 1,Rural,163800,13,13,95.05,Caixa,POINT (-54.224398 -29.478245999999842)
MCMV.18252,RS,Tiradentes do Sul,Faixa 1,Rural,739800,37,37,100,Caixa,POINT (-54.081367 -27.402229)
MCMV.18245,RS,Tio Hugo,Faixa 1,Oferta Publica,192000,4,3,58.6875,CREHNOR CENTRAL,POINT (-52.59812 -28.582768)
MCMV.18239,RS,Teut�nia,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-51.80437 -29.4482)
MCMV.18226,RS,Tenente Portela,Faixa 1,Rural,584000,40,40,95,Caixa,POINT (-53.758484 -27.371058)
MCMV.18227,RS,Tenente Portela,Faixa 1,Rural,140000,10,10,100,Caixa,POINT (-53.758484 -27.371058)
MCMV.18207,RS,Taquari,Faixa 1,Rural,108719,6,6,100,Caixa,POINT (-51.86535 -29.79432999999989)
MCMV.18188,RS,Tapera,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-52.861253 -28.627728999999817)
MCMV.18179,RS,Tapejara,Faixa 1,Rural,254300,18,16,100,Caixa,POINT (-52.00966 -28.065237)
MCMV.18180,RS,Tapejara,Faixa 1,Rural,63000,5,5,100,Caixa,POINT (-52.00966 -28.065237)
MCMV.18332,RS,Tunas,Faixa 1,Rural,277200,22,22,100,Caixa,POINT (-52.95384299999978 -29.103943999999842)
MCMV.18319,RS,Trindade do Sul,Faixa 1,Rural,378160,27,26,100,Caixa,POINT (-52.89559299999985 -27.5239)
MCMV.18312,RS,Tr�s Passos,Faixa 1,Rural,171600,11,11,98.63,Caixa,POINT (-53.92963 -27.455470999999818)
MCMV.18313,RS,Tr�s Passos,Faixa 1,Rural,182560,12,12,100,Caixa,POINT (-53.92963 -27.455470999999818)
MCMV.18301,RS,Tr�s Palmeiras,Faixa 1,Rural,114528,26,26,100,Caixa,POINT (-52.84372 -27.61389)
MCMV.18293,RS,Tr�s de Maio,Faixa 1,Rural,675000,38,37,100,Caixa,POINT (-54.23571 -27.78004)
MCMV.18294,RS,Tr�s de Maio,Faixa 1,Rural,234000,15,15,100,Caixa,POINT (-54.23571 -27.78004)
MCMV.18281,RS,Tr�s Arroios,Faixa 1,Rural,48001.3,3,3,100,Caixa,POINT (-52.14475299999987 -27.50027)
MCMV.18282,RS,Tr�s Cachoeiras,Faixa 1,Rural,102813,7,7,100,Caixa,POINT (-49.92751 -29.44866)
MCMV.18274,RS,Travesseiro,Faixa 1,Rural,138600,11,11,95.25,Caixa,POINT (-52.05322799999982 -29.29766199999989)
MCMV.18275,RS,Travesseiro,Faixa 1,Rural,204412,22,16,100,Caixa,POINT (-52.05322799999982 -29.29766199999989)
MCMV.18352,RS,Turu�u,Faixa 1,Rural,58870.5,4,4,100,Caixa,POINT (-52.17058999999989 -31.417283999999825)
MCMV.18353,RS,Turu�u,Faixa 1,Rural,50400,4,4,100,Caixa,POINT (-52.17058999999989 -31.417283999999825)
MCMV.18356,RS,Ubiretama,Faixa 1,Rural,424156,28,28,100,Caixa,POINT (-54.68595 -28.04038)
MCMV.18362,RS,Uruguaiana,Faixa 1,FAR,28676400,741,494,100,Caixa,POINT (-57.08529 -29.76144)
MCMV.18341,RS,Tupanciret�,Faixa 1,Oferta Publica,450000,26,25,95.0714,CREHNOR CENTRAL,POINT (-53.84446899999983 -29.08577)
MCMV.18466,RS,Vista Alegre,Faixa 1,Rural,377553,24,24,100,Caixa,POINT (-53.49187599999988 -27.368619)
MCMV.18448,RS,Vila L�ngaro,Faixa 1,Rural,85500,6,6,100,Caixa,POINT (-52.1437949999999 -28.10618399999987)
MCMV.18449,RS,Vila L�ngaro,Faixa 1,Rural,40000,5,5,100,Caixa,POINT (-52.1437949999999 -28.10618399999987)
MCMV.18421,RS,Viadutos,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-52.02114 -27.571566)
MCMV.18404,RS,Vera Cruz,Faixa 1,Rural,157200,7,7,100,Caixa,POINT (-52.51517599999988 -29.71843499999983)
MCMV.18405,RS,Vera Cruz,Faixa 1,Rural,249600,16,16,100,Caixa,POINT (-52.51517599999988 -29.71843499999983)
MCMV.18392,RS,Ven�ncio Aires,Faixa 1,FAR,6786990,160,160,100,Caixa,POINT (-52.19316 -29.61430599999983)
MCMV.18393,RS,Ven�ncio Aires,Faixa 1,Rural,34,34,34,100,Caixa,POINT (-52.19316 -29.61430599999983)
MCMV.18376,RS,Vale do Sol,Faixa 1,Rural,226800,18,18,100,Caixa,POINT (-52.68390099999988 -29.596723999999824)
MCMV.18377,RS,Vale do Sol,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-52.68390099999988 -29.596723999999824)
MCMV.18501,MS,Anast�cio,Faixa 1,Oferta Publica,900000,60,60,100,FAM-LIA PAULISTA,POINT (-55.81035 -20.482292)
MCMV.18472,RS,Vista Ga�cha,Faixa 1,Rural,504000,41,40,100,Caixa,POINT (-53.69738199999989 -27.290216999999814)
MCMV.18540,MS,Bataypor�,Faixa 1,Oferta Publica,360000,30,30,100,BANCO LUSO BRASILEIRO,POINT (-53.27049 -22.294443999999885)
MCMV.17463,RS,Port�o,Faixa 1,Entidades,3581800,100,100,100,Caixa,POINT (-51.24289 -29.70153)
MCMV.17465,RS,Port�o,Faixa 1,FAR,8600000,192,192,100,Caixa,POINT (-51.24289 -29.70153)
MCMV.17753,RS,Santana da Boa Vista,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-53.10998099999989 -30.86974)
MCMV.17446,RS,Planalto,Faixa 1,Oferta Publica,360000,26,20,98.8,BANCO TRICURY,POINT (-53.05753 -27.32969)
MCMV.17447,RS,Planalto,Faixa 1,Rural,302400,16,16,96.23,Caixa,POINT (-53.05753 -27.32969)
MCMV.17448,RS,Planalto,Faixa 1,Rural,75600,5,5,99.08,Caixa,POINT (-53.05753 -27.32969)
MCMV.17449,RS,Planalto,Faixa 1,Rural,108160,8,8,100,Caixa,POINT (-53.05753 -27.32969)
MCMV.17439,RS,Piratini,Faixa 1,Oferta Publica,45000,1,1,45.6667,CREHNOR CENTRAL,POINT (-53.097296 -31.447291)
MCMV.17440,RS,Piratini,Faixa 1,Oferta Publica,405000,26,22,96.5926,CREHNOR CENTRAL,POINT (-53.097296 -31.447291)
MCMV.17425,RS,Pinheirinho do Vale,Faixa 1,Rural,654774,44,44,100,Caixa,POINT (-53.60802 -27.210885999999846)
MCMV.17415,RS,Pinhal Grande,Faixa 1,Oferta Publica,360000,30,30,100,BANCO TRICURY,POINT (-53.320649 -29.345)
MCMV.17416,RS,Pinhal Grande,Faixa 1,Rural,171600,11,11,100,Caixa,POINT (-53.320649 -29.345)
MCMV.17377,RS,Pelotas,Faixa 1,FAR,43615000,1000,987,100,Caixa,POINT (-52.3370579999999 -31.764897999999846)
MCMV.17379,RS,Pelotas,Faixa 1,Rural,181824,10,10,100,Caixa,POINT (-52.3370579999999 -31.764897999999846)
MCMV.17367,RS,Peju�ara,Faixa 1,Rural,122400,9,9,100,Caixa,POINT (-53.65785 -28.42826)
MCMV.17331,RS,Passo Fundo,Faixa 1,FAR,2261450,58,58,100,Caixa,POINT (-52.40911 -28.25756399999989)
MCMV.17319,RS,Passo do Sobrado,Faixa 1,Rural,88200,7,7,100,Caixa,POINT (-52.27476 -29.748041)
MCMV.17300,RS,Para�so do Sul,Faixa 1,Rural,84202.4,6,6,100,Caixa,POINT (-53.14403399999986 -29.67170499999986)
MCMV.17301,RS,Para�so do Sul,Faixa 1,Rural,63000,5,5,100,Caixa,POINT (-53.14403399999986 -29.67170499999986)
MCMV.17285,RS,Panambi,Faixa 1,Oferta Publica,300000,20,19,100,BANCO LUSO BRASILEIRO,POINT (-53.50226 -28.28333)
MCMV.17278,RS,Palmitinho,Faixa 1,Rural,1515150,82,81,100,Caixa,POINT (-53.558029 -27.359573999999895)
MCMV.17269,RS,Palmeira das Miss�es,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-53.313378 -27.90065)
MCMV.17259,RS,Paim Filho,Faixa 1,Rural,44000,3,3,100,Caixa,POINT (-51.762988 -27.707515999999885)
MCMV.17244,RS,Novo Barreiro,Faixa 1,Rural,50400,3,3,100,Caixa,POINT (-53.110292 -27.9077)
MCMV.17628,RS,Rodeio Bonito,Faixa 1,Entidades,258050,13,13,100,Caixa,POINT (-53.17058 -27.474202999999875)
MCMV.17629,RS,Rodeio Bonito,Faixa 1,Oferta Publica,360000,25,25,92.6,BANCO TRICURY,POINT (-53.17058 -27.474202999999875)
MCMV.17630,RS,Rodeio Bonito,Faixa 1,Rural,516250,31,30,100,Caixa,POINT (-53.17058 -27.474202999999875)
MCMV.17604,RS,Rio Grande,Faixa 1,FAR,9784140,240,240,100,Caixa,POINT (-52.10705 -32.034875)
MCMV.17596,RS,Rio dos �ndios,Faixa 1,Rural,88200,6,6,95.11,Caixa,POINT (-52.841749 -27.29728)
MCMV.17590,RS,Restinga Seca,Faixa 1,Oferta Publica,360000,30,30,100,BANCO TRICURY,POINT (-53.38066 -29.818777999999895)
MCMV.17583,RS,Redentora,Faixa 1,Rural,1095000,75,75,95,Caixa,POINT (-53.64066799999989 -27.66395)
MCMV.17584,RS,Redentora,Faixa 1,Rural,653973,42,41,100,Caixa,POINT (-53.64066799999989 -27.66395)
MCMV.17575,RS,Quinze de Novembro,Faixa 1,Rural,117360,8,8,100,Caixa,POINT (-53.10109599999987 -28.746552)
MCMV.17564,RS,Quatro Irm�os,Faixa 1,Rural,104320,7,7,100,Caixa,POINT (-52.470683 -27.842939999999828)
MCMV.17545,RS,Pouso Novo,Faixa 1,Rural,73787.2,5,5,100,Caixa,POINT (-52.213588 -29.17379)
MCMV.17550,RS,Progresso,Faixa 1,Rural,131892,9,9,100,Caixa,POINT (-52.319721 -29.244147)
MCMV.17551,RS,Progresso,Faixa 1,Rural,340200,27,27,100,Caixa,POINT (-52.319721 -29.244147)
MCMV.17539,RS,Porto Xavier,Faixa 1,Rural,483600,19,19,100,Caixa,POINT (-55.13791 -27.908182)
MCMV.17540,RS,Porto Xavier,Faixa 1,Rural,39000,5,5,100,Caixa,POINT (-55.13791 -27.908182)
MCMV.17522,RS,Porto Lucena,Faixa 1,Rural,50400,4,4,100,Caixa,POINT (-55.01002799999986 -27.85688)
MCMV.17478,RS,Porto Alegre,Faixa 1,FAR,63279400,1408,491,100,Caixa,POINT (-51.22999999999985 -30.033059999999864)
MCMV.17680,RS,Salvador das Miss�es,Faixa 1,Rural,88200,8,8,100,Caixa,POINT (-54.83732 -28.12333699999988)
MCMV.17667,RS,Sagrada Fam�lia,Faixa 1,Rural,540500,8,8,100,Caixa,POINT (-53.13505 -27.70854)
MCMV.17647,RS,Ronda Alta,Faixa 1,Rural,138600,8,7,100,Caixa,POINT (-52.805587 -27.775798999999836)
MCMV.17724,RS,Santa Maria,Faixa 1,FAR,18891600,420,418,100,Caixa,POINT (-53.81494599999985 -29.68682)
MCMV.17725,RS,Santa Maria,Faixa 1,Rural,162900,9,9,100,Caixa,POINT (-53.81494599999985 -29.68682)
MCMV.17711,RS,Santa Cruz do Sul,Faixa 1,Rural,319003,19,19,100,Caixa,POINT (-52.43431799999979 -29.72202)
MCMV.17712,RS,Santa Cruz do Sul,Faixa 1,Rural,418600,28,28,100,Caixa,POINT (-52.43431799999979 -29.72202)
MCMV.17697,RS,Santa Cec�lia do Sul,Faixa 1,Rural,99000,7,7,100,Caixa,POINT (-51.89867 -28.18198299999989)
MCMV.17698,RS,Santa Cec�lia do Sul,Faixa 1,Rural,63000,5,5,100,Caixa,POINT (-51.89867 -28.18198299999989)
MCMV.17766,RS,Santa Rosa,Faixa 1,FAR,5462080,128,128,100,Caixa,POINT (-54.47963 -27.8702)
MCMV.17806,RS,Santo Ant�nio do Palma,Faixa 1,Rural,93600,6,6,96,Caixa,POINT (-52.026701 -28.49555)
MCMV.17800,RS,Santo �ngelo,Faixa 1,Rural,124800,8,8,100,Caixa,POINT (-54.266781 -28.30013)
MCMV.17828,RS,Santo Augusto,Faixa 1,Entidades,1000000,50,50,100,Caixa,POINT (-53.7776 -27.852577)
MCMV.17817,RS,Santo Ant�nio das Miss�es,Faixa 1,Rural,117360,9,9,100,Caixa,POINT (-55.225076999999885 -28.51398)
MCMV.17818,RS,Santo Ant�nio das Miss�es,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-55.225076999999885 -28.51398)
MCMV.17856,RS,S�o Francisco de Assis,Faixa 1,Oferta Publica,360000,30,30,100,CREHNOR CENTRAL,POINT (-55.1253099999999 -29.55469)
MCMV.17839,RS,Santo Expedito do Sul,Faixa 1,Rural,100800,10,10,100,Caixa,POINT (-51.64335 -27.90744)
MCMV.17840,RS,Santo Expedito do Sul,Faixa 1,Rural,177000,9,9,100,Caixa,POINT (-51.64335 -27.90744)
MCMV.17835,RS,Santo Cristo,Faixa 1,Rural,672700,41,41,100,Caixa,POINT (-54.661963 -27.82626)
MCMV.17882,RS,S�o Jo�o da Urtiga,Faixa 1,Rural,102600,6,6,100,Caixa,POINT (-51.82566 -27.81951)
MCMV.17911,RS,S�o Jos� do Inhacor�,Faixa 1,Rural,326000,27,27,100,Caixa,POINT (-54.12746 -27.72505)
MCMV.17898,RS,S�o Jos� das Miss�es,Faixa 1,Rural,100800,6,6,100,Caixa,POINT (-53.122594999999876 -27.77891)
MCMV.17894,RS,S�o Jorge,Faixa 1,Rural,138600,11,11,100,Caixa,POINT (-51.70642 -28.49844)
MCMV.16669,RS,Frederico Westphalen,Faixa 1,Rural,493000,29,27,100,Caixa,POINT (-53.395823999999834 -27.358644)
MCMV.16657,RS,Forquetinha,Faixa 1,Rural,251550,13,13,100,Caixa,POINT (-52.12616299999985 -29.388882)
MCMV.16726,RS,Gramado dos Loureiros,Faixa 1,Rural,388520,27,27,100,Caixa,POINT (-52.91486 -27.44289)
MCMV.16713,RS,Giru�,Faixa 1,Rural,201600,16,16,100,Caixa,POINT (-54.35168 -28.029664)
MCMV.16701,RS,Gentil,Faixa 1,Rural,93600,6,6,100,Caixa,POINT (-52.03369 -28.431640999999786)
MCMV.16827,RS,Iju�,Faixa 1,FAR,18663800,416,416,100,Caixa,POINT (-53.91996 -28.388048)
MCMV.16818,RS,Igrejinha,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-50.79189399999984 -29.569317999999896)
MCMV.16810,RS,Ibirub�,Faixa 1,Rural,138600,11,11,98.3,Caixa,POINT (-53.09612 -28.63016)
MCMV.16799,RS,Ibiraiaras,Faixa 1,Rural,63000,4,4,100,Caixa,POINT (-51.63767 -28.374095)
MCMV.16800,RS,Ibiraiaras,Faixa 1,Rural,37000,3,3,100,Caixa,POINT (-51.63767 -28.374095)
MCMV.16787,RS,Ibarama,Faixa 1,Rural,176400,14,14,95,Caixa,POINT (-53.129492999999854 -29.420321)
MCMV.16783,RS,Humait�,Faixa 1,Rural,281760,15,15,100,Caixa,POINT (-53.96952 -27.569064999999853)
MCMV.16772,RS,Horizontina,Faixa 1,Oferta Publica,360000,6,6,60,BANCO TRICURY,POINT (-54.3053359999999 -27.628238)
MCMV.16762,RS,Guarani das Miss�es,Faixa 1,Rural,45000,3,3,100,Caixa,POINT (-54.562937 -28.149117)
MCMV.16935,RS,Jari,Faixa 1,Rural,88200,7,7,100,Caixa,POINT (-54.22371 -29.29223)
MCMV.16924,RS,Jaguar�o,Faixa 1,Oferta Publica,900000,58,50,100,CREHNOR CENTRAL,POINT (-53.377026999999885 -32.56038)
MCMV.16918,RS,Jacutinga,Faixa 1,Rural,171000,7,7,100,Caixa,POINT (-52.53723999999983 -27.72913)
MCMV.16911,RS,Jaboticaba,Faixa 1,Rural,349000,23,23,100,Caixa,POINT (-53.27617 -27.634702999999888)
MCMV.16871,RS,Ira�,Faixa 1,Rural,369400,26,26,100,Caixa,POINT (-53.254322 -27.19507)
MCMV.16855,RS,Inhacor�,Faixa 1,Oferta Publica,96000,3,1,46.75,CREHNOR CENTRAL,POINT (-54.01498 -27.87519)
MCMV.16856,RS,Inhacor�,Faixa 1,Oferta Publica,264000,22,20,100,CREHNOR CENTRAL,POINT (-54.01498 -27.87519)
MCMV.16851,RS,Independ�ncia,Faixa 1,Entidades,1000000,50,50,100,Caixa,POINT (-54.18864 -27.835411)
MCMV.16957,RS,Lagoa Vermelha,Faixa 1,Entidades,550000,22,22,100,Caixa,POINT (-51.524814999999876 -28.209334999999896)
MCMV.16959,RS,Lagoa Vermelha,Faixa 1,Rural,477000,29,29,100,Caixa,POINT (-51.524814999999876 -28.209334999999896)
MCMV.16986,RS,Liberato Salzano,Faixa 1,Rural,39120,3,3,96.6,Caixa,POINT (-53.07533 -27.60096)
MCMV.16987,RS,Liberato Salzano,Faixa 1,Rural,320557,14,14,100,Caixa,POINT (-53.07533 -27.60096)
MCMV.16975,RS,Lajeado do Bugre,Faixa 1,Rural,59304.8,4,4,100,Caixa,POINT (-53.18181099999987 -27.69131)
MCMV.16967,RS,Lajeado,Faixa 1,Rural,58050,3,3,100,Caixa,POINT (-51.96443 -29.459085999999843)
MCMV.17070,RS,Miragua�,Faixa 1,Rural,126000,10,10,100,Caixa,POINT (-53.689078 -27.49697)
MCMV.17069,RS,Miragua�,Faixa 1,Rural,60000,5,5,98.87,Caixa,POINT (-53.689078 -27.49697)
MCMV.17044,RS,Mata,Faixa 1,Rural,289800,23,23,97.83,Caixa,POINT (-54.464105 -29.56489)
