address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
7410 BENNETT AVE Austin TX 78752,18.12,2015-12-23 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,7410 BENNETT AVE,-97.700502411477,Theft,2015-11-23 00:00:00,20153270590.0,3127663.0,10095169.0,2015.0,78752.0
7104 NORTHEAST DR Austin TX 78723,21.12,2015-04-01 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,7104 NORTHEAST DR,-97.700502411477,Theft,2015-03-21 00:00:00,20158001029.0,3133900.0,10090625.0,2015.0,78723.0
(30.329737 -97.676308),18.34,2014-10-20 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.329737,(30.329737-97.676308),2250 RIDGEPOINT DR,-97.676308,Theft: BOV,2014-10-08 00:00:00,20148002944.0,3134807.0,10093981.0,2014.0,78754.0
1420 E ANDERSON LN WB Austin TX 78753,18.13,2015-12-08 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1420 E ANDERSON LN WB,-97.700502411477,Theft,2015-11-25 00:00:00,20155051907.0,3131509.0,10094942.0,2015.0,78753.0
7405 BETHUNE AVE Austin TX 78752,18.12,2015-09-17 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7405 BETHUNE AVE,-97.700502411477,Burglary,2015-04-10 00:00:00,20151000396.0,3128408.0,10094589.0,2015.0,78752.0
7439 N LAMAR BLVD Austin TX 78752,18.04,2015-09-24 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,7439 N LAMAR BLVD,-97.700502411477,Theft,2015-09-15 00:00:00,20152580550.0,3122208.0,10097860.0,2015.0,78752.0
(30.338618 -97.692566),18.13,2014-11-28 00:00:00,Not cleared,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-11-27 00:00:00,20145052460.0,3129997.0,10096983.0,2014.0,78753.0
(30.314419 -97.684445),21.12,2014-03-20 00:00:00,Cleared by Arrest,1.0,BURGLARY OF RESIDENCE,I,30.314419,(30.314419-97.684445),6301 HANEY DR,-97.684445,"Burglary / ",,,,,,
511 W O DELL ST Austin TX 78752,18.04,2016-01-07 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,511 W O DELL ST,-97.700502411477,Theft,2015-12-27 00:00:00,20155056398.0,3122933.0,10096469.0,2015.0,78752.0
8776 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-07-13 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,8776 RESEARCH BLVD SVRD SB,-97.700502411477,Theft,2015-07-10 00:00:00,20155030072.0,3121062.0,10106632.0,2015.0,78757.0
6909 BETHUNE AVE Austin TX 78752,18.12,2016-01-05 00:00:00,Not cleared,4.0,AGG ASSAULT,I,30.32936427457502,,6909 BETHUNE AVE,-97.700502411477,Agg Assault,2015-12-23 00:00:00,20153570826.0,3127422.0,10092728.0,2015.0,78752.0
(30.334892 -97.690545),18.13,2015-01-14 00:00:00,Not cleared,4.0,THEFT,I,30.334892,(30.334892-97.690545),1212 E ANDERSON LN SVRD WB,-97.690545,Theft: All Other Larceny,2014-12-22 00:00:00,20143561246.0,3129860.0,10095635.0,2014.0,78753.0
1902 REDLANDS ST Austin TX 78757,15.05,2015-02-23 00:00:00,Cleared by Arrest,7.0,AUTO THEFT,I,30.32936427457502,,1902 REDLANDS ST,-97.700502411477,Auto Theft,2015-02-22 00:00:00,2015531516.0,3116455.0,10097648.0,2015.0,78757.0
(30.333757 -97.733399),15.05,2014-05-05 00:00:00,Not cleared,7.0,THEFT FROM AUTO,I,30.333757,(30.333757-97.733399),1515 ALGUNO RD,-97.733399,Theft: BOV,2014-05-03 00:00:00,20145019706.0,3116688.0,10094648.0,2014.0,78757.0
(30.319546 -97.69228),21.04,2014-03-20 00:00:00,Not cleared,1.0,THEFT,I,30.319546,(30.319546-97.69228),1512 WHELESS LN,-97.69228,Theft: All Other Larceny,2014-03-12 00:00:00,2014711910.0,3129874.0,10089955.0,2014.0,78723.0
Austin TX 78723,21.12,2014-10-16 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,7033 E US 290 HWY EB,-97.700502411477,Theft: BOV,2014-10-07 00:00:00,20145044612.0,3132653.0,10090806.0,2014.0,78723.0
(30.333307 -97.705294),18.04,2014-07-14 00:00:00,Not cleared,4.0,THEFT,I,30.333307,(30.333307-97.705294),704 E ST JOHNS AVE,-97.705294,Theft: All Other Larceny,2014-07-02 00:00:00,20141831896.0,3125664.0,10094886.0,2014.0,78752.0
(30.30723 -97.686715),21.05,2014-01-13 00:00:00,Not cleared,4.0,RAPE,I,30.30723,(30.30723-97.686715),,-97.686715,Rape,2014-01-13 00:00:00,2014130196.0,,,2014.0,78723.0
(30.334329 -97.694687),18.12,2015-02-09 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.334329,(30.334329-97.694687),1021 WHEATLEY AVE,-97.694687,Theft: BOV,2014-12-30 00:00:00,20143640917.0,3128919.0,10095149.0,2014.0,78752.0
(30.344951 -97.736591),15.05,2014-05-26 00:00:00,Cleared by Arrest,7.0,BURGLARY OF VEHICLE,I,30.344951,(30.344951-97.736591),2211 JUSTIN LN,-97.736591,Theft: BOV,2014-04-08 00:00:00,2014981494.0,3115593.0,10098712.0,2014.0,78757.0
(30.314102 -97.709627),21.05,2014-05-20 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.314102,(30.314102-97.709627),5404 HARMON AVE,-97.709627,"Burglary / ",,,,,,
(30.366787 -97.719602),18.18,2014-11-25 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.366787,(30.366787-97.719602),1929 PAYTON GIN RD,-97.719602,"Burglary / ",,,,,,
(30.338618 -97.692566),18.13,2014-04-04 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-04-03 00:00:00,2014940007.0,3129997.0,10096983.0,2014.0,78753.0
1908 HEARTHSTONE DR Austin TX 78757,18.18,2015-03-10 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,1908 HEARTHSTONE DR,-97.700502411477,Theft,2015-03-08 00:00:00,20155009701.0,3120162.0,10106831.0,2015.0,78757.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-03-19 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-03-17 00:00:00,2015761458.0,3129997.0,10096983.0,2015.0,78753.0
5621 N IH 35 SVRD NB Austin TX 78723,21.05,2015-12-03 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft,2015-11-30 00:00:00,20155052505.0,3125468.0,10088596.0,2015.0,78723.0
7300 BENNETT AVE Austin TX 78752,18.12,2015-07-16 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,7300 BENNETT AVE,-97.700502411477,Theft,2015-07-15 00:00:00,20155030820.0,3127332.0,10094533.0,2015.0,78752.0
(30.314349 -97.673339),21.13,2014-07-11 00:00:00,Not cleared,1.0,THEFT OF BICYCLE,I,30.314349,(30.314349-97.673339),2803 LOYOLA LN,-97.673339,Theft: All Other Larceny,2014-07-08 00:00:00,20145030099.0,3135768.0,10088038.0,2014.0,78723.0
5621 N IH 35 SVRD NB Austin TX 78723,21.05,2015-07-23 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft,2015-07-22 00:00:00,20155031985.0,3125468.0,10088596.0,2015.0,78723.0
5907 MANOR RD Austin TX 78723,21.07,2015-07-14 00:00:00,Not cleared,1.0,THEFT FROM AUTO,I,30.32936427457502,,5907 MANOR RD,-97.700502411477,Theft,2015-07-08 00:00:00,20155029601.0,3134067.0,10085304.0,2015.0,78723.0
7211 BURNET RD Austin TX 78757,15.04,2015-03-24 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,7211 BURNET RD,-97.700502411477,Burglary,2015-03-04 00:00:00,2015630512.0,3115984.0,10099876.0,2015.0,78757.0
(30.324237 -97.693517),18.12,2014-06-03 00:00:00,Cleared by Exception,4.0,THEFT,I,30.324237,(30.324237-97.693517),6904 CAMERON RD,-97.693517,Theft: All Other Larceny,2014-05-09 00:00:00,20141291851.0,3129298.0,10091594.0,2014.0,78752.0
Austin TX 78723,21.05,2014-09-30 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft: All Other Larceny,2014-09-09 00:00:00,20142521034.0,3125468.0,10088596.0,2014.0,78723.0
(30.330031 -97.715691),15.03,2014-02-13 00:00:00,Not cleared,4.0,THEFT OF AUTO PARTS,I,30.330031,(30.330031-97.715691),6505 AIRPORT BLVD,-97.715691,Theft: Auto Parts,2014-02-12 00:00:00,20145006716.0,3123011.0,10093254.0,2014.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-22 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-20 00:00:00,20158003261.0,3129997.0,10096983.0,2015.0,78753.0
6607 N IH 35 SVRD NB Austin TX 78752,18.12,2015-03-27 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,6607 N IH 35 SVRD NB,-97.700502411477,Auto Theft,2015-03-26 00:00:00,2015850885.0,3126007.0,10092697.0,2015.0,78752.0
5100 BLOCK SPRINGDALE RD Austin TX 78723,21.07,2015-11-27 00:00:00,Not cleared,1.0,THEFT,I,30.32936427457502,,5100 BLOCK SPRINGDALE RD,-97.700502411477,Theft,2015-11-25 00:00:00,20155051926.0,3134931.0,10081198.0,2015.0,78723.0
9012 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-06-09 00:00:00,Not cleared,7.0,THEFT FROM PERSON,I,30.32936427457502,,9012 RESEARCH BLVD SVRD SB,-97.700502411477,Theft,2015-06-07 00:00:00,20151581076.0,3119220.0,10108622.0,2015.0,78757.0
(30.327536 -97.707569),15.03,2014-10-20 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.327536,(30.327536-97.707569),6600 MIDDLE FISKVILLE RD,-97.707569,Theft: All Other Larceny,2014-10-16 00:00:00,20142891362.0,3124701.0,10092754.0,2014.0,78752.0
(30.338618 -97.692566),18.13,2014-06-30 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-06-06 00:00:00,20141571143.0,3129997.0,10096983.0,2014.0,78753.0
(30.335486 -97.73734),15.05,2014-06-17 00:00:00,Cleared by Arrest,7.0,THEFT OF BICYCLE,I,30.335486,(30.335486-97.73734),2003 ALGUNO RD,-97.73734,Theft: All Other Larceny,2014-04-24 00:00:00,20145018412.0,3115433.0,10095247.0,2014.0,78757.0
Austin TX 78752,18.12,2014-05-20 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6901 N IH 35 NB,-97.700502411477,Theft: BOV,2014-05-14 00:00:00,20145021629.0,3125696.0,10093658.0,2014.0,78752.0
Austin TX 78723,21.12,2014-07-30 00:00:00,Not cleared,1.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,7227 E US 290 HWY SVRD EB,-97.700502411477,"Burglary / ",,,,,,
(30.36984 -97.727272),18.18,2014-06-03 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,30.36984,(30.36984-97.727272),8717 BURNET RD,-97.727272,"Burglary / ",,,,,,
2606 WHELESS LN Austin TX 78723,21.12,2015-08-13 00:00:00,Cleared by Exception,1.0,AUTO THEFT,I,30.32936427457502,,2606 WHELESS LN,-97.700502411477,Auto Theft,2015-08-11 00:00:00,20152230333.0,3133583.0,10086395.0,2015.0,78723.0
1109 E 52ND ST Austin TX 78723,21.05,2015-06-10 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1109 E 52ND ST,-97.700502411477,Theft,2015-06-10 00:00:00,20155024956.0,3124760.0,10086066.0,2015.0,78723.0
Austin TX 78723,21.05,2014-09-03 00:00:00,Not cleared,4.0,AGG ROBBERY/DEADLY WEAPON,I,30.32936427457502,,5635 N IH 35 SVRD NB,-97.700502411477,Robbery,2014-06-22 00:00:00,20141731310.0,3125134.0,10088553.0,2014.0,78723.0
1026 CLAYTON LN Austin TX 78723,21.05,2015-12-31 00:00:00,Not cleared,1.0,THEFT OF LICENSE PLATE,I,30.32936427457502,,1026 CLAYTON LN,-97.700502411477,Theft,2015-12-31 00:00:00,20155057015.0,3126018.0,10089888.0,2015.0,78723.0
200 E CROSLIN ST Austin TX 78752,18.04,2015-12-15 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,200 E CROSLIN ST,-97.700502411477,Theft,2015-12-11 00:00:00,20158004448.0,3124597.0,10096123.0,2015.0,78752.0
(30.312915 -97.701617),21.04,2014-11-20 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,I,30.312915,(30.312915-97.701617),1305 RIDGEMONT DR,-97.701617,"Burglary / ",,,,,,
(30.336574 -97.718265),15.03,,,4.0,THEFT BY SHOPLIFTING,I,30.336574,(30.336574-97.718265),6929 AIRPORT BLVD,-97.718265,Theft: Shoplifting,2014-07-13 00:00:00,20141941557.0,3121678.0,10096228.0,2014.0,78752.0
(30.320281 -97.723501),3.05,2014-10-08 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,I,30.320281,(30.320281-97.723501),5409 CHESTERFIELD AVE,-97.723501,"Burglary / ",,,,,,
7208 HARDY DR Austin TX 78757,15.04,2015-05-06 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,7208 HARDY DR,-97.700502411477,Theft,2015-05-05 00:00:00,20155019069.0,3116984.0,10099730.0,2015.0,78757.0
(30.336126 -97.708802),18.04,2015-01-14 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.336126,(30.336126-97.708802),7211 EASTCREST DR,-97.708802,Theft: BOV,2014-11-25 00:00:00,20143290329.0,3124537.0,10095760.0,2014.0,78752.0
1701 DARTMOUTH AVE Austin TX 78757,15.04,2015-01-29 00:00:00,Not cleared,7.0,THEFT FROM AUTO,I,30.32936427457502,,1701 DARTMOUTH AVE,-97.700502411477,Theft,2015-01-25 00:00:00,20155003303.0,3119216.0,10100333.0,2015.0,78757.0
(30.322597 -97.720331),15.03,2014-05-23 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.322597,(30.322597-97.720331),115 W KOENIG LN,-97.720331,"Burglary / ",,,,,,
(30.356922 -97.715897),18.18,2014-02-11 00:00:00,Not cleared,7.0,AUTO THEFT,I,30.356922,(30.356922-97.715897),8400 RESEARCH BLVD SB,-97.715897,Auto Theft,2014-02-07 00:00:00,2014380512.0,3121829.0,10103489.0,2014.0,78757.0
Austin TX 78723,21.05,2014-05-06 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 NB,-97.700502411477,Theft: Shoplifting,2014-05-01 00:00:00,20145019424.0,3125062.0,10088496.0,2014.0,78723.0
5201 BERKMAN DR Austin TX 78723,21.06,2015-04-28 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,5201 BERKMAN DR,-97.700502411477,Theft,2015-04-26 00:00:00,20155017614.0,3128247.0,10084459.0,2015.0,78723.0
(30.338618 -97.692566),18.13,2014-07-05 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-07-05 00:00:00,20141862058.0,3129997.0,10096983.0,2014.0,78753.0
(30.3342 -97.700542),18.12,2014-04-26 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.3342,(30.3342-97.700542),820 BLACKSON AVE,-97.700542,Theft: BOV,2014-04-22 00:00:00,20145018006.0,3127150.0,10095240.0,2014.0,78752.0
Austin TX 78752,18.12,2015-02-09 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32936427457502,,6513 N IH 35 SVRD NB,-97.700502411477,Theft: BOV,2014-12-29 00:00:00,20145056887.0,3125769.0,10092443.0,2014.0,78752.0
Austin TX 78723,21.04,2014-12-19 00:00:00,Not cleared,1.0,BURGLARY NON RESIDENCE,I,30.32936427457502,,6633 E US 290 HWY SVRD EB,-97.700502411477,"Burglary / ",,,,,,
(30.302483 -97.686823),21.06,2014-02-13 00:00:00,Not cleared,1.0,BURGLARY NON RESIDENCE,I,30.302483,(30.302483-97.686823),5304 BROOKDALE LN,-97.686823,"Burglary / ",,,,,,
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-12-28 00:00:00,Not cleared,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-12-13 00:00:00,20153470689.0,3129997.0,10096983.0,2015.0,78753.0
(30.306359 -97.679818),21.07,2014-07-22 00:00:00,Cleared by Arrest,1.0,AGG ASSAULT FAM/DATE VIOLENCE,I,30.306359,(30.306359-97.679818),2902 SWEENEY LN,-97.679818,Aggravated Assault,2014-07-21 00:00:00,20142020889.0,3133891.0,10085198.0,2014.0,78723.0
1701 BRIARCLIFF BLVD Austin TX 78723,21.06,2015-12-08 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1701 BRIARCLIFF BLVD,-97.700502411477,Theft,2015-12-07 00:00:00,20155053405.0,3129878.0,10087702.0,2015.0,78723.0
(30.32562 -97.694628),18.12,2014-03-18 00:00:00,Not cleared,4.0,AGG ASSAULT WITH MOTOR VEH,I,30.32562,(30.32562-97.694628),1212 WESTHEIMER DR,-97.694628,Aggravated Assault,2014-03-07 00:00:00,2014662048.0,3129079.0,10092100.0,2014.0,78752.0
(30.328259 -97.695399),18.12,2014-05-08 00:00:00,Not cleared,4.0,THEFT,I,30.328259,(30.328259-97.695399),7107 BLESSING AVE,-97.695399,Theft: All Other Larceny,2014-04-25 00:00:00,20145019142.0,3128830.0,10092959.0,2014.0,78752.0
(30.338618 -97.692566),18.13,,,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-01-04 00:00:00,201440427.0,3129997.0,10096983.0,2014.0,78753.0
810 W ST JOHNS AVE Austin TX 78757,15.04,2015-02-02 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.32936427457502,,810 W ST JOHNS AVE,-97.700502411477,Theft,2015-02-01 00:00:00,20155004382.0,3121347.0,10097062.0,2015.0,78757.0
Austin TX 78757,15.04,2014-12-12 00:00:00,Not cleared,7.0,DEADLY CONDUCT,I,30.32936427457502,,BURNET RD / W ANDERSON LN,-97.700502411477,Aggravated Assault,2014-10-22 00:00:00,20142951525.0,3117321.0,10102869.0,2014.0,78757.0
5306 GUADALUPE ST Austin TX 78751,3.05,2015-05-04 00:00:00,Not cleared,9.0,THEFT,I,30.32936427457502,,5306 GUADALUPE ST,-97.700502411477,Theft,2015-04-27 00:00:00,20151171034.0,3118939.0,10090045.0,2015.0,78751.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-03-26 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-03-26 00:00:00,2015851632.0,3129997.0,10096983.0,2015.0,78753.0
(30.354532 -97.715249),18.18,2015-03-04 00:00:00,Cleared by Arrest,7.0,BURGLARY OF RESIDENCE,I,30.354532,(30.354532-97.715249),8210 RESEARCH BLVD SB,-97.715249,"Burglary / ",,,,,,
(30.304959 -97.701136),21.05,2014-07-11 00:00:00,Cleared by Arrest,4.0,AUTO THEFT,I,30.304959,(30.304959-97.701136),1600 E 51ST ST,-97.701136,Auto Theft,2014-07-10 00:00:00,20141911317.0,3127373.0,10084392.0,2014.0,78723.0
(30.336574 -97.718265),15.03,2014-01-19 00:00:00,Not cleared,4.0,THEFT,I,30.336574,(30.336574-97.718265),6929 AIRPORT BLVD,-97.718265,Theft: All Other Larceny,2014-01-17 00:00:00,2014171736.0,3121678.0,10096228.0,2014.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-30 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-09-28 00:00:00,20152711206.0,3129997.0,10096983.0,2015.0,78753.0
1901 E ANDERSON LN EB Austin TX 78752,18.11,2015-06-02 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.32936427457502,,1901 E ANDERSON LN EB,-97.700502411477,Theft,2015-06-01 00:00:00,20155023447.0,3133342.0,10093401.0,2015.0,78752.0
7312 MEADOR AVE Austin TX 78752,18.12,2015-07-29 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,7312 MEADOR AVE,-97.700502411477,Burglary,2015-07-23 00:00:00,20152041322.0,3128801.0,10094097.0,2015.0,78752.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-07 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-08-07 00:00:00,20152191975.0,3129997.0,10096983.0,2015.0,78753.0
(30.316746 -97.703509),21.05,2015-02-07 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.316746,(30.316746-97.703509),1100 REINLI ST,-97.703509,Theft: BOV,2014-12-13 00:00:00,20143470565.0,3126350.0,10088845.0,2014.0,78723.0
(30.328358 -97.710375),15.03,2014-11-17 00:00:00,Not cleared,4.0,THEFT,I,30.328358,(30.328358-97.710375),500 E HIGHLAND MALL BLVD,-97.710375,Theft: All Other Larceny,2014-11-15 00:00:00,20145050627.0,3124332.0,10093155.0,2014.0,78752.0
5609 ADAMS AVE Austin TX 78756,2.05,2015-11-17 00:00:00,Not cleared,7.0,THEFT,I,30.32936427457502,,5609 ADAMS AVE,-97.700502411477,Theft,2015-11-04 00:00:00,20153081034.0,3114900.0,10093538.0,2015.0,78756.0
(30.306798 -97.680741),21.12,2014-09-09 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.306798,(30.306798-97.680741),2801 SWEENEY LN,-97.680741,Theft: BOV,2014-07-28 00:00:00,20145033029.0,3133520.0,10085221.0,2014.0,78723.0
(30.33351 -97.687644),18.13,2014-05-19 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,30.33351,(30.33351-97.687644),1418 E ANDERSON LN SVRD WB,-97.687644,Theft: BOV,2014-05-14 00:00:00,20145021610.0,3131056.0,10095029.0,2014.0,78753.0
(30.310166 -97.672948),21.13,2014-02-05 00:00:00,Not cleared,1.0,THEFT,I,30.310166,(30.310166-97.672948),3104 NORTHEAST DR,-97.672948,Theft: All Other Larceny,2014-02-04 00:00:00,20145005466.0,3135971.0,10086702.0,2014.0,78723.0
5621 N IH 35 SVRD NB Austin TX 78723,21.05,2015-10-22 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,5621 N IH 35 SVRD NB,-97.700502411477,Theft,2015-10-15 00:00:00,20152881105.0,3125468.0,10088596.0,2015.0,78723.0
(30.31023 -97.708592),21.05,2014-08-19 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.31023,(30.31023-97.708592),5203 CAMERON RD,-97.708592,Theft: Shoplifting,2014-08-18 00:00:00,20142301342.0,3124815.0,10086285.0,2014.0,78723.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-09-08 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.32936427457502,,1030 NORWOOD PARK BLVD,-97.700502411477,Theft,2015-08-27 00:00:00,20155037752.0,3129997.0,10096983.0,2015.0,78753.0
5329 WESTMINSTER DR Austin TX 78723,21.06,2015-12-18 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.32936427457502,,5329 WESTMINSTER DR,-97.700502411477,Burglary,2015-12-17 00:00:00,20153510052.0,3131823.0,10083877.0,2015.0,78723.0
(30.310773 -97.706273),21.05,2014-07-08 00:00:00,Not cleared,4.0,THEFT OF BICYCLE,I,30.310773,(30.310773-97.706273),1200 BROADMOOR DR,-97.706273,Theft: All Other Larceny,2014-07-03 00:00:00,20145029466.0,3125735.0,10086793.0,2014.0,78723.0
1521 REAGAN HILL DR Austin TX 78752,18.11,2015-08-06 00:00:00,Not cleared,4.0,AUTO THEFT,I,30.32936427457502,,1521 REAGAN HILL DR,-97.700502411477,Auto Theft,2015-06-16 00:00:00,20151670531.0,3130767.0,10092120.0,2015.0,78752.0
(30.312336 -97.696273),21.04,2014-07-10 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.312336,(30.312336-97.696273),1506 RIDGEHAVEN DR,-97.696273,Theft: BOV,2014-07-04 00:00:00,20141850238.0,3128651.0,10087258.0,2014.0,78723.0
(30.312044 -97.67906),21.12,2014-09-09 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.312044,(30.312044-97.67906),6400 AUBURN DR,-97.67906,Theft: BOV,2014-09-07 00:00:00,20145039727.0,3133953.0,10087262.0,2014.0,78723.0
(30.370963 -97.722481),18.18,2015-01-12 00:00:00,Not cleared,7.0,THEFT,I,30.370963,(30.370963-97.722481),8940 RESEARCH BLVD NB,-97.722481,Theft: All Other Larceny,2014-12-31 00:00:00,20145057123.0,3120531.0,10108005.0,2014.0,78758.0
(30.338618 -97.692566),18.13,2014-01-14 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-01-05 00:00:00,201450571.0,3129997.0,10096983.0,2014.0,78753.0
(30.302086 -97.684527),21.06,2014-04-10 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.302086,(30.302086-97.684527),5402 COVENTRY LN,-97.684527,Theft: BOV,2014-04-05 00:00:00,20145015086.0,3132341.0,10083534.0,2014.0,78723.0
(30.338618 -97.692566),18.13,2014-07-10 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-06-29 00:00:00,20141791631.0,3129997.0,10096983.0,2014.0,78753.0
(30.363451 -97.717817),18.18,2014-09-04 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.363451,(30.363451-97.717817),8688 RESEARCH BLVD SVRD SB,-97.717817,Theft: BOV,2014-09-04 00:00:00,20145039221.0,3121267.0,10105875.0,2014.0,78757.0
